season,round,driver,grid_position,best_quali_time,gap_to_pole,made_q3,made_q2
2022,19,GAS,13.0,96.74,2.3840000000000003,0,1
2022,19,ZHO,14.0,96.97,2.6140000000000043,0,1
2022,19,TSU,15.0,97.147,2.791000000000011,0,1
2022,19,MAG,16.0,96.949,2.5930000000000035,0,0
2022,19,RIC,17.0,97.046,2.690000000000012,0,0
2022,19,OCO,18.0,97.068,2.712000000000004,0,0
2022,19,MSC,19.0,97.111,2.7550000000000097,0,0
2022,19,LAT,20.0,97.244,2.888000000000005,0,0
2022,20,VER,1.0,77.775,0.0,1,1
2022,20,RUS,2.0,78.079,0.3039999999999878,1,1
2022,20,HAM,3.0,78.084,0.3089999999999975,1,1
2022,20,PER,4.0,78.128,0.3529999999999944,1,1
2022,20,SAI,5.0,78.351,0.5759999999999934,1,1
2022,20,BOT,6.0,78.401,0.6259999999999906,1,1
2022,20,LEC,7.0,78.555,0.7800000000000011,1,1
2022,20,NOR,8.0,78.721,0.945999999999998,1,1
2022,20,ALO,9.0,78.939,1.1639999999999873,1,1
2022,20,OCO,10.0,79.01,1.2349999999999994,1,1
2022,20,RIC,11.0,79.325,1.5499999999999972,0,1
2022,20,ZHO,12.0,79.476,1.7009999999999934,0,1
2022,20,TSU,13.0,79.589,1.813999999999993,0,1
2022,20,GAS,14.0,79.672,1.896999999999992,0,1
2022,20,MAG,15.0,79.833,2.0579999999999927,0,1
2022,20,MSC,16.0,80.419,2.6439999999999912,0,0
2022,20,VET,17.0,80.419,2.6439999999999912,0,0
2022,20,STR,18.0,80.52,2.7449999999999903,0,0
2022,20,ALB,19.0,80.859,3.083999999999989,0,0
2022,20,LAT,20.0,81.167,3.391999999999996,0,0
2022,21,MAG,1.0,71.674,0.0,1,1
2022,21,VER,2.0,71.877,0.2029999999999887,1,1
2022,21,RUS,3.0,72.059,0.3849999999999909,1,1
2022,21,NOR,4.0,72.263,0.5889999999999986,1,1
2022,21,SAI,5.0,72.357,0.6829999999999927,1,1
2022,21,OCO,6.0,72.425,0.7509999999999906,1,1
2022,21,ALO,7.0,72.504,0.8299999999999983,1,1
2022,21,HAM,8.0,72.611,0.9369999999999976,1,1
2022,21,PER,9.0,75.601,3.926999999999993,1,1
2022,21,LEC,10.0,70.95,-0.7240000000000038,0,1
2022,21,ALB,11.0,71.631,-0.0430000000000063,0,1
2022,21,GAS,12.0,71.675,0.0009999999999905,0,1
2022,21,VET,13.0,71.678,0.0039999999999906,0,1
2022,21,RIC,14.0,72.14,0.465999999999994,0,1
2022,21,STR,15.0,72.21,0.5359999999999872,0,1
2022,21,LAT,16.0,75.095,3.4209999999999923,0,0
2022,21,ZHO,17.0,75.197,3.522999999999996,0,0
2022,21,BOT,18.0,75.486,3.8119999999999976,0,0
2022,21,TSU,19.0,76.264,4.589999999999989,0,0
2022,21,MSC,20.0,76.361,4.686999999999998,0,0
2022,22,VER,1.0,83.824,0.0,1,1
2022,22,PER,2.0,84.052,0.2280000000000086,1,1
2022,22,LEC,3.0,84.092,0.2680000000000007,1,1
2022,22,SAI,4.0,84.242,0.4180000000000063,1,1
2022,22,HAM,5.0,84.508,0.6839999999999975,1,1
2022,22,RUS,6.0,84.511,0.6869999999999976,1,1
2022,22,NOR,7.0,84.769,0.9450000000000074,1,1
2022,22,OCO,8.0,84.83,1.0060000000000002,1,1
2022,22,VET,9.0,84.961,1.1370000000000005,1,1
2022,22,RIC,10.0,85.045,1.2210000000000036,1,1
2022,22,ALO,11.0,85.096,1.2720000000000056,0,1
2022,22,TSU,12.0,85.219,1.394999999999996,0,1
2022,22,MSC,13.0,85.225,1.4009999999999962,0,1
2022,22,STR,14.0,85.359,1.5349999999999966,0,1
2022,22,ZHO,15.0,85.408,1.5840000000000032,0,1
2022,22,MAG,16.0,85.834,2.010000000000005,0,0
2022,22,GAS,17.0,85.859,2.0349999999999966,0,0
2022,22,BOT,18.0,85.892,2.067999999999998,0,0
2022,22,ALB,19.0,86.028,2.204000000000008,0,0
2022,22,LAT,20.0,86.054,2.230000000000004,0,0
2023,1,VER,1.0,89.708,0.0,1,1
2023,1,PER,2.0,89.846,0.1380000000000052,1,1
2023,1,LEC,3.0,90.0,0.2920000000000016,1,1
2023,1,SAI,4.0,90.154,0.4459999999999979,1,1
2023,1,ALO,5.0,90.336,0.6280000000000001,1,1
2023,1,RUS,6.0,90.34,0.632000000000005,1,1
2023,1,HAM,7.0,90.384,0.6760000000000019,1,1
2023,1,STR,8.0,90.836,1.128,1,1
2023,1,OCO,9.0,90.984,1.2759999999999962,1,1
2023,1,HUL,10.0,90.809,1.100999999999999,0,1
2023,1,NOR,11.0,91.381,1.6730000000000018,0,1
2023,1,BOT,12.0,91.443,1.7349999999999994,0,1
2023,1,ZHO,13.0,91.473,1.7650000000000006,0,1
2023,1,TSU,14.0,92.51,2.8020000000000067,0,1
2023,1,ALB,15.0,91.461,1.753,0,0
2023,1,SAR,16.0,91.652,1.9440000000000024,0,0
2023,1,MAG,17.0,91.892,2.183999999999997,0,0
2023,1,PIA,18.0,92.101,2.3930000000000007,0,0
2023,1,DEV,19.0,92.121,2.4129999999999967,0,0
2023,1,GAS,20.0,92.181,2.472999999999999,0,0
2023,2,PER,1.0,88.265,0.0,1,1
2023,2,LEC,2.0,88.42,0.1550000000000011,1,1
2023,2,ALO,3.0,88.73,0.4650000000000034,1,1
2023,2,RUS,4.0,88.857,0.5919999999999987,1,1
2023,2,SAI,5.0,88.931,0.6659999999999968,1,1
2023,2,STR,6.0,88.945,0.6799999999999926,1,1
2023,2,OCO,7.0,89.078,0.8130000000000024,1,1
2023,2,HAM,8.0,89.223,0.9579999999999984,1,1
2023,2,PIA,9.0,89.243,0.9779999999999944,1,1
2023,2,GAS,10.0,89.357,1.0919999999999987,1,1
2023,2,HUL,11.0,89.451,1.1859999999999928,0,1
2023,2,ZHO,12.0,89.461,1.195999999999998,0,1
2023,2,MAG,13.0,89.634,1.3689999999999998,0,1
2023,2,BOT,14.0,89.668,1.4030000000000058,0,1
