season,round,circuit,driver,team,grid,gap_to_pole,best_quali_time,rolling_podium_rate,rolling_points,team_rolling_points,circuit_podium_rate,avg_temp,avg_humidity,avg_wind,rainfall,podium
2022,6,Spanish Grand Prix,ZHO,Alfa Romeo,15,2.343999999999994,81.094,0.0,0.2,4.8,0.0,36.57,7.11,3.49,0,0
2022,6,Spanish Grand Prix,LEC,Ferrari,1,0.0,78.75,0.8,19.4,10.6,0.0,36.57,7.11,3.49,0,0
2022,7,Monaco Grand Prix,PER,Red Bull Racing,3,0.2530000000000001,71.629,0.6,15.8,20.0,0.0,22.27,75.67,0.99,1,1
2022,7,Monaco Grand Prix,SAI,Ferrari,2,0.2249999999999943,71.601,0.4,8.4,9.0,0.0,22.27,75.67,0.99,1,1
2022,7,Monaco Grand Prix,VER,Red Bull Racing,4,0.289999999999992,71.666,0.8,20.4,21.4,0.0,22.27,75.67,0.99,1,1
2022,7,Monaco Grand Prix,LEC,Ferrari,1,0.0,71.376,0.6,14.2,12.6,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,RUS,Mercedes,6,0.73599999999999,72.112,0.4,12.4,8.6,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,NOR,McLaren,5,0.472999999999999,71.849,0.2,7.0,0.8,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,ALO,Alpine,7,0.8709999999999951,72.247,0.0,0.4,1.6,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,HAM,Mercedes,8,1.1839999999999975,72.56,0.0,6.2,10.6,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,BOT,Alfa Romeo,12,1.5330000000000013,72.909,0.0,5.6,2.8,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,VET,Aston Martin,9,1.3559999999999943,72.732,0.0,1.0,0.4,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,GAS,AlphaTauri,17,2.283999999999992,73.66,0.0,1.2,0.2,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,OCO,Alpine,10,1.6709999999999925,73.047,0.0,5.2,2.8,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,RIC,McLaren,14,1.587999999999994,72.964,0.0,1.6,2.6,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,STR,Aston Martin,18,2.3019999999999925,73.678,0.0,0.4,0.4,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,LAT,Williams,19,3.027000000000001,74.403,0.0,0.0,0.4,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,ZHO,Alfa Romeo,20,4.22999999999999,75.606,0.0,0.0,3.2,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,TSU,AlphaTauri,11,1.4209999999999925,72.797,0.0,2.2,0.2,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,ALB,Williams,16,2.2349999999999994,73.611,0.0,0.6,0.4,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,MSC,Haas F1 Team,15,1.7049999999999983,73.081,0.0,0.0,0.0,0.0,22.27,75.67,0.99,1,0
2022,7,Monaco Grand Prix,MAG,Haas F1 Team,13,1.5450000000000017,72.921,0.0,0.8,0.0,0.0,22.27,75.67,0.99,1,0
2022,8,Azerbaijan Grand Prix,VER,Red Bull Racing,3,0.3470000000000084,101.706,0.8,18.4,19.2,0.0,25.44,59.49,1.53,0,1
2022,8,Azerbaijan Grand Prix,PER,Red Bull Racing,2,0.2820000000000107,101.641,0.8,18.4,21.8,0.0,25.44,59.49,1.53,0,1
2022,8,Azerbaijan Grand Prix,RUS,Mercedes,5,1.3530000000000086,102.712,0.4,12.4,9.4,0.0,25.44,59.49,1.53,0,1
2022,8,Azerbaijan Grand Prix,HAM,Mercedes,7,1.565000000000012,102.924,0.0,6.8,10.8,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,GAS,AlphaTauri,6,1.4860000000000042,102.845,0.0,0.4,0.2,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,VET,Aston Martin,9,1.731999999999999,103.091,0.0,1.0,0.2,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,ALO,Alpine,10,1.8140000000000072,103.173,0.0,1.6,2.8,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,RIC,McLaren,12,2.2150000000000034,103.574,0.0,1.6,2.6,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,NOR,McLaren,11,2.039000000000001,103.398,0.2,7.6,3.4,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,OCO,Alpine,13,2.225999999999999,103.585,0.0,4.0,4.0,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,BOT,Alfa Romeo,15,3.085000000000008,104.444,0.0,6.0,2.0,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,ALB,Williams,17,3.3599999999999994,104.719,0.0,0.6,0.0,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,TSU,AlphaTauri,8,1.6970000000000027,103.056,0.0,1.4,2.2,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,MSC,Haas F1 Team,20,4.416000000000011,105.775,0.0,0.0,0.0,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,LAT,Williams,18,4.00800000000001,105.367,0.0,0.0,0.0,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,STR,Aston Martin,19,4.0120000000000005,105.371,0.0,0.4,1.8,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,MAG,Haas F1 Team,16,3.284000000000006,104.643,0.0,0.4,0.0,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,ZHO,Alfa Romeo,14,2.431000000000012,103.79,0.0,0.0,2.0,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,LEC,Ferrari,1,0.0,101.359,0.4,12.8,11.4,0.0,25.44,59.49,1.53,0,0
2022,8,Azerbaijan Grand Prix,SAI,Ferrari,4,0.4549999999999983,101.814,0.4,9.0,8.4,0.0,25.44,59.49,1.53,0,0
2022,9,Canadian Grand Prix,VER,Red Bull Racing,1,0.0,81.299,1.0,23.4,20.6,0.0,20.76,28.93,3.55,0,1
2022,9,Canadian Grand Prix,SAI,Ferrari,3,0.796999999999997,82.096,0.4,9.0,6.0,0.0,20.76,28.93,3.55,0,1
2022,9,Canadian Grand Prix,HAM,Mercedes,4,1.5919999999999987,82.891,0.0,6.8,10.2,0.0,20.76,28.93,3.55,0,1
